0,Data Entry Service,59,67397,6.29612594,2,1145
1,Schema Service,59,67397,3.912013888,1,242
2,Data Service,58,67397,0.061145155,0,27
3,Event Processing Service,58,67397,0.094662967,0,98
4,Prediction Service,58,67397,0.145659302,0,63
5,All services combined,59,67397,25.08053771,8,1466
