pacany-sialala,0.1,0.7679928475637013,0.28804347826086957,0.29201101928374656,0.29001367989056087
pacany-sialala,0.2,0.83772910147519,0.0,0.0,0.0
pacany-sialala,0.30000000000000004,0.8278945015645954,0.42948717948717946,0.18457300275482094,0.25818882466281307
pacany-sialala,0.4,0.7979436745641484,0.2890995260663507,0.16804407713498623,0.21254355400696862
pacany-sialala,0.5,0.83772910147519,0.0,0.0,0.0
pacany-sialala,0.6,0.83772910147519,0.0,0.0,0.0
pacany-sialala,0.7,0.83772910147519,0.0,0.0,0.0
pacany-sialala,0.7999999999999999,0.83772910147519,0.0,0.0,0.0
pacany-sialala,0.8999999999999999,0.8211890925346446,0.4,0.20385674931129477,0.27007299270073 
pacany-sialala,0.9999999999999999,0.6531068395172106,0.24347826086956523,0.5399449035812672,0.3356164383561644
