pacany-sialala,0.1,0.8019669199821189,0.29591836734693877,0.15977961432506887,0.2075134168157424
pacany-sialala,0.2,0.829682610639249,0.44375,0.19559228650137742,0.2715105162523901
pacany-sialala,0.30000000000000004,0.8256593652212785,0.3291139240506329,0.07162534435261708,0.11764705882352941
pacany-sialala,0.4,0.8305766651765758,0.4215686274509804,0.1184573002754821,0.18494623655913978
pacany-sialala,0.5,0.8144836835046938,0.2719298245614035,0.08539944903581267,0.129979035639413
pacany-sialala,0.6,0.829682610639249,0.40816326530612246,0.11019283746556474,0.1735357917570499
pacany-sialala,0.7,0.8328118015198928,0.44329896907216493,0.1184573002754821,0.18695652173913044
pacany-sialala,0.7999999999999999,0.8122485471613768,0.35233160621761656,0.18732782369146006,0.24460431654676254
pacany-sialala,0.8999999999999999,0.8162717925793473,0.3736842105263158,0.19559228650137742,0.25678119349005424
pacany-sialala,0.9999999999999999,0.8144836835046938,0.33544303797468356,0.14600550964187328,0.20345489443378117
