pacany-sialala,0.1,0.8252123379526151,0.43,0.2369146005509642,0.30550621669627
pacany-sialala,0.2,0.8404112650871703,0.5833333333333334,0.05785123966942149,0.10526315789473684,
pacany-sialala,0.30000000000000004,0.8448815377738041,0.6142857142857143,0.1184573002754821,0.19861431870669746
pacany-sialala,0.4,0.8345999105945463,0.46464646464646464,0.12672176308539945,0.19913419913419914
pacany-sialala,0.5,0.8426464014304873,0.5325443786982249,0.24793388429752067,0.33834586466165417
pacany-sialala,0.6,0.8426464014304873,0.5514018691588785,0.162534435261708,0.25106382978723407
pacany-sialala,0.7,0.8417523468931605,0.6451612903225806,0.05509641873278237,0.10152284263959391
pacany-sialala,0.7999999999999999,0.8404112650871703,0.5178571428571429,0.2396694214876033,0.3276836158192091
pacany-sialala,0.8999999999999999,0.8323647742512293,0.46153846153846156,0.19834710743801653,0.27745664739884396
pacany-sialala,0.9999999999999999,0.8395172105498435,0.5256410256410257,0.11294765840220386,0.18594104308390025
